ID,Station,Lat,Long,Lines,Step free Info,Borough,Zones,Opening date,Other names
Westbourne_Park_circle,Westbourne Park,51.520995,-0.201778,"Hammersmith & City, Circle",,City of Westminster,2,1 February 1866resited 1 November 1871,
Westbourne_Park_hnc,Westbourne Park,51.520995,-0.201778,"Hammersmith & City, Circle",,City of Westminster,2,1 February 1866resited 1 November 1871,
Westferry,Westferry,51.509576,-0.02699,DLR,All DLR stations are step-free.,Tower Hamlets,2,31 August 1987[6],West Ferry Road[33]
Westminster,Westminster,51.50121,-0.12489,"Circle, District, Jubilee",Unsure (Escalators),City of Westminster,1,24 December 1868,Westminster Bridge: 1868–1907
White_City,White City,51.512206,-0.224226,Central,,Hammersmith and Fulham,2,23 November 1947,
White_Hart_Lane,White Hart Lane,,,London Overground,,,3,,
Whitechapel,Whitechapel,51.51946,-0.05951,"District, East London, Hammersmith & City",,Tower Hamlets,2,1 October 1884,Whitechapel (Mile End): 1884–1901
Willesden_Green,Willesden Green,51.54919,-0.22106,Jubilee,,Brent,2 & 3,24 November 1879,
Willesden_Junction,Willesden Junction,51.53032031,-0.229378995,"Bakerloo, Overground",,Brent,2 & 3,10 May 1915,
Wimbledon,Wimbledon,51.422,-0.20544,District,Unsure,Merton,3,3 June 1889,
Wimbledon_Park,Wimbledon Park,51.43391,-0.19864,District,,Merton,3,3 June 1889,
Wood_Green,Wood Green,51.59709,-0.10939,Piccadilly,No (Escalators),Haringey,3,19 September 1932,Lordship Lane: Proposed before opening
Wood_Lane,Wood Lane,,,"Hammersmith & City, Circle",,,2,,
Wood_Street,Wood Street,,,London Overgound,,,4,,
Woodford,Woodford,51.60582,0.03328,Central,,Redbridge,4,14 December 1947,
Woodgrange_Park,Woodgrange Park,,,London Overgound,,,3 & 4,,
Woodside_Park,Woodside Park,51.61817173,-0.1855788879,Northern,,Barnet,4,12 April 1940,"Torrington Park, Woodside: 1872–82Woodside Park for North Finchley: 1882–1931Woodside Park and North Finchley for Woodside Garden Suburb: 1931–40"
Woolwich,Woolwich,,,Elizabeth,,,4,,
Woolwich_Arsenal,Woolwich Arsenal,,,DLR,,,4,,
